ID,Task,Question,Sentence,Score
52498,2,18,He stopped at the light because it turned red.,2
93430,2,18,I don't go to movies often because they are getting too expensive.,2
12027,2,18,He yawned because he hadn't slept in days.,2
37796,2,18,He was running late because there was a wreck on his way to work.,2
32807,2,18,It's because of this that we can't go.,2
74643,2,18,I'm going because she'll be there,2
82633,2,18,There is no reason to worry because all of the decisions are in your favor.,2
50075,2,18,The dog has to stay inside because she hurt her paw.,2
13518,2,18,"Because you failed Calc, you'll have to repeat it.",2
70220,2,18,I like this because you do. ,2
15649,2,18,He did it because he's a thief.,2
17354,2,18,I am late because I missed the bus,2
56972,2,18,I slept late because I was tired.,2
86927,2,18,I love you because you always do the sweetest things for me.,2
63359,2,18,It's hot because the sun is out.,2
86894,2,18,I like TV because its interesting.,2
39469,2,18,I'm bored because I need a life.,2
65475,2,18,I drove because the flights were so expensive.,2
45596,2,18,We are living in this house because it was available at the time we needed it. ,2
40756,2,18,I want to go to college because I want to get a good job.,2
50103,2,18,Because I decided not too.,0
38855,2,18,This is for you because you like cats.,2
63644,2,19,I'm ready to go whenever you are.,2
90231,2,19,whenever he come to the office he miss his bag,0
93434,2,19,He eats whenever he is hungry,2
38123,2,19,"Whenever I think of red, I think of her.",2
50092,2,19,Whenever the bell rings you can go home.,2
87134,2,19,"Whenever you yell, it hurts my ears.",2
17406,2,19,Whenever you want to.,0
81494,2,19,I drink milk whenever I go to sleep,2
52498,2,19,She knows she can go whenever it turns green.,2
93430,2,19,I get stressed whenever the end of the month is near and I don't have enough money to pay my rent.,2
12027,2,19,He jumped whenever the door slammed.,2
37796,2,19,"Whenever I'm in Chicago, I have to eat at Giordano's.",2
32807,2,19,I know that you'll be here whenever I visit.,2
74643,2,19,Do it whenever you can,2
82633,2,19,He starts to cough whenever she wears that perfume.,2
50075,2,19,Wear sunscreen whenever you go outside.,2
13518,2,19,She was allowed to use the pool whenever she liked. ,2
70220,2,19,I am going whenever you go to sleep. ,2
15649,2,19,Whenever it storms the roof leaks.,2
17354,2,19,whenever you call me I will attend,2
56972,2,19,Whenever I go out I get anxiety.,2
86927,2,19,"Whenever you get a chance, could you look at this report?",2
63359,2,19,The dog chases the ball whenever it's thrown.,2
86894,2,19,"Whenever we kiss, I like it.",2
39469,2,19,"Whenever I type stuff, my fingers fall off.",2
65475,2,19,We eat here whenever we come to town.,2
45596,2,19,I like to take time to get ready whenever I am going somewhere. ,2
40756,2,19,I can have dessert whenever I want.,2
50103,2,19,"Whenever I went, I felt tired.",2
38855,2,19,Whenever you do anything it makes it look terrible.,2
63644,2,20,Peanut butter and jelly are a favorite of hers.,2
90231,2,20,I like black and white combination,2
93434,2,20,She took her books and her papers to school,2
38123,2,20,I have cakes and chocolates.,2
50092,2,20,She and her mother went shopping.,2
87134,2,20,I will go and pay for both of us.,2
17406,2,20,And that's the bottom line.,1
81494,2,20,instruction read and write,0
52498,2,20,He and she will be hosting the party.,2
93430,2,20,Fred and Steve went hiking yesterday.,2
12027,2,20,They wanted to have dinner and maybe dessert.,2
37796,2,20,I had a peanut butter and jelly sandwich for lunch.,2
32807,2,20,I would like to eat both apples and bananas.,2
74643,2,20,I'm funny and cool,2
82633,2,20,The first and last questions are the most important.,2
50075,2,20,She took her bag and her car keys with her.,2
13518,2,20,The dated uniform and hairstyle caused much derision. ,2
70220,2,20,Me and my girl are friends. ,2
15649,2,20,You said you would get me some mustard and ketchup for my hot dog.,2
17354,2,20,white and black are colors,2
56972,2,20,Her and I went on a date together.,1
86927,2,20,Ron and Sandy will be joining us at the movies.,2
63359,2,20,Smile and be happy.,2
86894,2,20,Tom and Jerry are cool.,2
39469,2,20,Drinks and beverages are the same.,2
65475,2,20,I have a dog and goat for pets.,2
45596,2,20,My family and I are still on vacation. ,2
40756,2,20,I walked the dog and fed him before I went to work.,2
50103,2,20,The dog and I went fast.,2
38855,2,20,Write the essay and finish your homework.,2
63644,2,21,It will happen while you are sleeping.,2
90231,2,21,I am very prepare in my subjects while my exams,0
93434,2,21,She sang while she walked,2
38123,2,21,It has been a while since I saw you.,2
50092,2,21,"While I ate, the weather got bad.",2
87134,2,21,Let's play while we watch tv.,2
17406,2,21,I have been doing that for a while.,2
81494,2,21,while you were sleeping,0
52498,2,21,He will read a book while he waits.,2
93430,2,21,The lady read a magazine while she waited for her turn to see the doctor.,2
12027,2,21,She cleaned up while he showered.,2
37796,2,21,I read my book while we were at the beach.,2
32807,2,21,I saw the movie while you were at work.,2
74643,2,21,Eat while we watch,2
82633,2,21,The kids can play in the park while we make plans for the birthday party.,2
50075,2,21,She ate an apple while doing her homework.,2
13518,2,21,You can sit here while I get my hair done. ,2
70220,2,21,I like you while you are doing this. ,2
15649,2,21,It started snowing while the game was being played.,2
17354,2,21,I saw you while I was there,2
56972,2,21,While I was shopping I bought some candy.,2
86927,2,21,"While you were sleeping, you missed an important phone call.",2
63359,2,21,After a while anything gets boring.,2
86894,2,21,"While you were sleeping, I read books.",2
39469,2,21,"While I wait, I'm going to sleep.",2
65475,2,21,While we wait we should play eye spy.,2
45596,2,21,I like to keep up with the news while I am working. ,2
40756,2,21,I listened to music while I waited at the dentist office.,2
50103,2,21,While I was there is rained.,2
38855,2,21,While you were gone I ate the food.,2
63644,2,22,I chose a red car instead of a blue car.,2
90231,2,22,I like instead coffee,0
93434,2,22,He went to a movie instead of going to the park,2
38123,2,22,Can you come over here instead of me going there?,2
50092,2,22,I drove instead of walking.,2
87134,2,22,She ate instead of waiting on you.,2
17406,2,22,"Let's do this, instead.",2
81494,2,22,I will try to make friends instead of enemies.,2
52498,2,22,She will go to this store instead of the other one.,2
93430,2,22,I was going to make hamburgers but decided to have fish instead.,2
12027,2,22,They decided to go downtown instead of staying home.,2
37796,2,22,I decided to stay home instead of going to the party.,2
32807,2,22,I think we should eat instead of studying all night.,2
74643,2,22,I'm going out instead,2
82633,2,22,She has decided to go to New York City instead of Florida,2
50075,2,22,He had an orange instead of a cookie.,2
13518,2,22,He chose Oreos instead of a healthy snack. ,2
70220,2,22,I like this instead. ,2
15649,2,22,Instead of hamburgers can we order Chinese food?,2
17354,2,22,May I get this Instead of that,2
56972,2,22,Let's go to the beach instead of shopping.,2
86927,2,22,I like romaine lettuce instead of iceberg.,2
63359,2,22,Slow down instead of speeding up.,2
86894,2,22,Lets go to the park instead.,2
39469,2,22,"Instead of waiting, I think I'll die.",2
65475,2,22,Instead of eating there lets try something new.,2
45596,2,22,I prefer to be cautious instead of being impulsive. ,2
40756,2,22,I decided to have a salad instead of a burger for dinner.,2
50103,2,22,"Instead of me, the chose someone else.",1
38855,2,22,What is your idea instead of what you plan to do?,0
63644,2,23,We will go see her another time.,2
90231,2,23,I choose another one,2
93434,2,23,She made another paper airplane,2
38123,2,23,Here is another example.,2
50092,2,23,Another trick is to use colored paper.,2
87134,2,23,He's another friend of mine.,2
17406,2,23,I'll have another.,2
81494,2,23,what is another example of a nanotechnology and how does it work,2
52498,2,23,She is passing out another round of burgers.,2
93430,2,23,Let's play another round of golf.,2
12027,2,23,The man decided he wanted another drink.,2
37796,2,23,I requested another refill.,2
32807,2,23,We can see that show another time.,2
74643,2,23,He comes another one,2
82633,2,23,I think I'll have another one of those drinks.,2
50075,2,23,She took another sip of her water.,2
13518,2,23,They threw another log onto the pile. ,2
70220,2,23,I would like another. ,2
15649,2,23,Another day in the life of a boring old man.,2
17354,2,23,I want another bread,2
56972,2,23,We got another bad storm last night.,2
86927,2,23,I'll have another cup of coffee please.,2
63359,2,23,Get another job.,2
86894,2,23,Lets get another one.,2
39469,2,23,Another sentence is required for me to write.,2
65475,2,23,I'll take another trip to Mexico soon.,2
45596,2,23,It can be hard to juggle one task with another one at the same time. ,2
40756,2,23,I want to go on another ride!,2
50103,2,23,Another time I went it didn't happen.,2
38855,2,23,You are another person that needs help.,2
63644,2,24,"I feel ill, therefore, I don't want to go.",2
90231,2,24,therefore he is do that situation,0
93434,2,24,Her knee hurt and therefore she could not play,2
38123,2,24,"I have mailed it, therefore my job is done.",2
50092,2,24,I live therefore I breathe.,2
87134,2,24,"I need money, therefore, I will get a job.",2
17406,2,24,"Therefore, I don't agree.",2
81494,2,24,therefore of example sentences,0
52498,2,24,"He can't go, therefore he will be home today.",2
93430,2,24,"It's raining outside, therefore I am staying home.",2
12027,2,24,He was rude therefore she became angry.,2
37796,2,24,"I wanted to go to the museum, therefore I went.",2
32807,2,24,We've already parked therefore we should go in.,2
74643,2,24,I think therefore I am,2
82633,2,24,He therefore feels that he is justified in making that decision.,2
50075,2,24,"The sky looked very stormy, therefore she brought her umbrella with her.",2
13518,2,24,"The driver left, therefore you'll have to walk home. ",2
70220,2,24,You are going therefore you can say hello. ,2
15649,2,24,"Therefore, we sentence you to life in prison.",2
17354,2,24,It is urgent therefore You must done it fast,1
56972,2,24,"I can't sleep, therefore I'll be tired all day.",2
86927,2,24,"I am right; therefore, you are wrong!",2
63359,2,24,I eat therefore I get fat.,2
86894,2,24,"Therefore, I am right and you are not.",2
39469,2,24,I think therefore I don't exist.,2
65475,2,24,We have more people coming therefore we need more chairs.,2
45596,2,24,"I think, therefore I am. ",2
40756,2,24,I sprained my ankle therefore I cannot walk.,2
50103,2,24,"Therefore, I don't think it should happen.",2
38855,2,24,You are awesome therefore you need to be awarded.,2
21314,3,1,These men are playing cards.,2
28273,3,1,The elderly are having a game of cards at the park.,2
44229,3,1,Seniors gathering in the park for a game of cards. ,1
62550,3,1,This man is playing cards.,2
63491,3,1,Four old men are playing cards.,2
81393,3,1,Few elderly people are playing cards.,1
61273,3,1,A group of elderly men play cards. ,2
29827,3,1,These men are playing cards.,2
43029,3,1,These men are playing cards.,2
76330,3,1,The old men are playing cards in the park.,2
21529,3,1,Old people are playing cards.,2
74392,3,1,The elderly people are playing cards in the park.,2
48286,3,1,old people are playing cards,2
69966,3,1,These men are playing cards at a picnic table.,2
68261,3,1,Some men are playing cards.,2
80420,3,1,Men are playing cards in a park.,2
38316,3,1,Four elderly men sit at a park bench and play cards,2
72739,3,1,seniors playing cards in the park,1
41664,3,1,People are playing cards.,2
42873,3,1,The old men are playing cards.,2
56441,3,1,FOUR OLD MAN ARE PLAYING RUMMY,1
15360,3,1,elderly gentleman are playing cards,2
91118,3,1,Senior citizens are playing cards in the park. ,2
40230,3,1,Men get together to play cards.,2
99895,3,1,This man is playing cards,2
94880,3,1,"The man is holding cards, ",2
70029,3,1,The old man's are playing with cards.,1
80109,3,1,The men are playing cards.,2
86866,3,1,This man is playing cards.,2
30378,3,1,Old citizens are playing cards,2
21314,3,2,This family is playing in the sand.,2
28273,3,2,The family is playing in the sand.,2
44229,3,2,Brother searching for sand creatures. ,1
62550,3,2,This boy is digging in the sand.,2
63491,3,2,A family of four persons are on the beach.,1
81393,3,2,A group of boys are looking for something in the sand.,2
61273,3,2,Two adults and two kids look at something in the sand. ,2
29827,3,2,This boy is playing in the sand.,2
43029,3,2,These children are playing in the sand.,2
76330,3,2,The family is digging in the sand.,2
21529,3,2,Children are playing with mud.,2
74392,3,2,The family is searching through the sand dune.,2
48286,3,2,Kids are playing,1
69966,3,2,This family is standing on a sand dune.,2
68261,3,2,Some kids are playing on the beach.,2
80420,3,2,People are digging in the sand.,2
38316,3,2,Two adults point at the sand as two boys play nearby. ,2
72739,3,2,family playing in the sand,1
41664,3,2, A family is at the beach.,2
42873,3,2,The boys are playing in the sand.,2
56441,3,2,FAMILY ARE PLAYING IN SAND,0
15360,3,2,a family is playing in the sand,2
91118,3,2,A family of four are playing in the beach. ,1
40230,3,2,A family plays together on a sand dune.,2
99895,3,2,This man is pointing,2
94880,3,2,The man is pointing at the sand. ,2
70029,3,2,The children are played something.,1
80109,3,2,The people are on a sand dune.,2
86866,3,2,This boy is standing in sand.,2
30378,3,2,They are going to Vacation,1
21314,3,3,This boy is riding a bike.,2
28273,3,3,The children are riding bikes together.,2
44229,3,3,Young man leading the way on a family bike trip. ,1
62550,3,3,This boy is riding his bike.,2
63491,3,3,"Children, wearing safety helmets, are riding bicycles.",2
81393,3,3,The boy is riding a bicycle.,2
61273,3,3,A boy on his bicycle is in the forefront of a group. ,2
29827,3,3,This boy is riding a bicycle.,2
43029,3,3,This child is riding a bicycle.,2
76330,3,3,The boy is riding his bicycle.,2
21529,3,3,This boy is cycling.,2
74392,3,3,The boy is riding a bike.,2
48286,3,3,Kids are riding bicycle,1
69966,3,3,This boy is riding a bicycle.,2
68261,3,3,A boy is riding his bike.,2
80420,3,3,People are riding their bikes.,2
38316,3,3,A boy sits on a bicycle in front of several adults on bicycles. ,2
72739,3,3,people riding their bikes,1
41664,3,3,Kids are riding their bicycles.,2
42873,3,3,The boy is wearing a helmet.,2
56441,3,3,THIS BOY ACTIVE FOR BIKE,0
15360,3,3,a boy is riding a bicycle with a helmet,2
91118,3,3,A teenage boy and a few others are about to ride a bicycle. ,2
40230,3,3,A boy rides ahead of his family on bikes.,2
99895,3,3,This boy is riding a bike,2
94880,3,3,The boy is rising a bike. ,1
70029,3,3,The are cycling competition.,0
80109,3,3,They are wearing helmets.,2
86866,3,3,This boy is on a bike.,2
30378,3,3,The boy biking the cycle,0
21314,3,4,The children are playing outside with their mom.,2
28273,3,4,The family is playing in the yard.,2
44229,3,4,play time in the front yard.,1
62550,3,4,This girl is playing soccer.,2
63491,3,4,"A family is playing outside on the grass, in front of their home.",2
81393,3,4,The mother is plaything with her kids in the lawn.,1
61273,3,4,Kids play outdoors with an adult. ,2
29827,3,4,The children are playing with their mom.,2
43029,3,4,These people are playing outside.,2
76330,3,4,The family is playing in the front yard.,2
21529,3,4,A teenager is playing with three kids.,2
74392,3,4,The family is playing ball in the front yard.,2
48286,3,4,Children's playing outside the home,0
69966,3,4,This family is playing soccer on the front lawn.,2
68261,3,4,A family is playing in the yard.,2
80420,3,4,Kids are chasing their mom.,2
38316,3,4,A woman moves around a yard as three small children watch her and move toward her. ,2
72739,3,4,family playing ball in the yard,1
41664,3,4,A family is playing with a ball in front of their house.,2
42873,3,4,The family is playing a game. ,2
56441,3,4,THREE CHILDREN ARE PLAYING ,2
15360,3,4,a family is playing outside in the front yard,2
91118,3,4,Four of them are playing in the lawn. ,1
40230,3,4,A woman plays with her kids outside.,2
99895,3,4,This woman is running,2
94880,3,4,The girl is running. ,2
70029,3,4,The family is playing very well.,2
80109,3,4,The mother and children are playing in the back yard.,2
86866,3,4,This woman is playing with kids.,2
30378,3,4,Mom playing with her kids,1
21314,3,5,This boy fell off his bike.,2
28273,3,5,The boy fell off of his bike.,2
44229,3,5,Kids has a fall from bike. ,0
62550,3,5,This boy has fallen on the ground.,2
63491,3,5,A child has fallen down from his bicycle.,2
81393,3,5,The boy has fallen from his bicycle.,2
61273,3,5,A kid fell off his unicycle. ,2
29827,3,5,This small boy fell off of his bicycle.,2
43029,3,5,This boy has fallen off his bike.,2
76330,3,5,The boy fell off his bike onto the concrete.,2
21529,3,5,A kid has fallen off his cycle.,2
74392,3,5,The young child fell down off of his bike.,2
48286,3,5,A small kid fell down while driving,2
69966,3,5,This boy just fell off his bike.,2
68261,3,5,A young boy is on the ground.,2
80420,3,5,A boy fell off his scooter.,2
38316,3,5,A boy attempts to get up after crashing his bicycle. ,2
72739,3,5,child fell on his bike,1
41664,3,5,A boy has fallen off of his bike.,2
42873,3,5,The boy fell down.,2
56441,3,5,THIS BOY SLIPPED FOR CYCLING,0
15360,3,5,a child has fallen from his bike,2
91118,3,5,A young kid falls down from his cycle. ,2
40230,3,5,A boy fell down on his bike.,2
99895,3,5,This boy is getting up,2
94880,3,5,The boy has fallen from his bike. ,2
70029,3,5,The boy is falling down.,2
80109,3,5,The boy fell.,2
86866,3,5,This boy fell off his bike.,2
30378,3,5,The boy was fall in down,2
21314,3,6,These people are waiting to cross the road.,2
28273,3,6,The mother is about to cross the street with her children.,2
44229,3,6,Mom holding kids hands before crossing street.,1
62550,3,6,This girl is waiting to cross the street.,2
63491,3,6,A mother and her two children are waiting to cross the road.,2
81393,3,6,The mother with her kids is at the zebra crossing waiting to cross the road.,2
61273,3,6,Two children hold someone's hand at a crosswalk.,2
29827,3,6,The boy and the girl wait next to the crosswalk with their mom.,2
43029,3,6,These people are about to cross the street.,2
76330,3,6,The family is preparing to cross the street.,2
21529,3,6,"Along with her two children, a lady is waiting on the sidewalk to cross the road.",2
74392,3,6,The mother and her two kids are looking both ways to cross the street.,2
48286,3,6,They are waiting at crosswalk,1
69966,3,6,This family holds hands in front of a crosswalk.,2
68261,3,6,A family is crossing the street.,2
80420,3,6,A family is waiting to cross the street.,2
38316,3,6,A woman holds the hands of a boy and a girl as they wait to cross a street. ,2
72739,3,6,woman helping 2 children cross the road,1
41664,3,6,People wait to cross the street.,2
42873,3,6,The kids are holding the lady's hands. ,2
56441,3,6,MOM AND CHILD IS WAITING FOR CROSS THE ROAD,0
15360,3,6,children hold hands to cross the street,2
91118,3,6,A wife and her two children are about to cross the road. ,2
40230,3,6,A woman waits at a crosswalk with her kids.,2
99895,3,6,This woman is standing,2
94880,3,6,The people hold hands.,2
70029,3,6,The lady and children is crossing the road.,1
80109,3,6,They are waiting to cross the street.,2
86866,3,6,This woman is holding her kids' hands.,2
30378,3,6,The mom and their children wait for crossing the road,0
21314,3,7,This boy is listening to music in the car.,2
28273,3,7,The boy is listening to music.,2
44229,3,7,Young boy listening to music on family trip. ,1
62550,3,7,This boy is listening to music.,2
63491,3,7,A child is listening to something on her headphones.,2
81393,3,7,The boy is listening to music.,2
61273,3,7,A younger boy is listening to something through headphones. ,2
29827,3,7,This boy is listening to music.,2
43029,3,7,This boy has headphones on.,2
76330,3,7,The boy is sitting in a car with headphones.,2
21529,3,7,A boy is listening to music using his headphones.,2
74392,3,7,The boy is listening to his headphones.,2
48286,3,7,A small kid is listening songs,1
69966,3,7,This boy listens to headphones in a car.,2
68261,3,7,A boy is listening to music.,2
80420,3,7,A boy is wearing headphones and watching tv in a car.,2
38316,3,7,A boy sits in a car seat and listens to headphones. ,2
72739,3,7,child listening to headphones in a car seat,1
41664,3,7,A child listens to headphones.,2
42873,3,7,The boy is wearing headphones. ,2
56441,3,7,THIS BOY WEARING HEADPHONE,1
15360,3,7,a child is wearing headphones,2
91118,3,7,A boy is listened to music. ,1
40230,3,7,A boy listens to music.,2
99895,3,7,This boy is listening to music.,2
94880,3,7,The boy is wearing headphones. ,2
70029,3,7,The boy is sitting the car.,1
80109,3,7,The boy is wearing headphones.,2
86866,3,7,This boy is listening to headphones.,2
30378,3,7,The boy listening the music,1
21314,3,8,The dad is kissing his daughter's hand.,2
28273,3,8,The father is playing make believe with his daughter.,2
44229,3,8,Father and daughter playing pretend game. ,1
62550,3,8,This girl is playing.,2
63491,3,8,A man is going to kiss a child posing as fairy.,1
81393,3,8,The man is playing with the girl.,2
61273,3,8,A father kisses his daughter's hand. ,2
29827,3,8,The father kisses his daughter's hand.,2
43029,3,8,This little girl is playing dress up.,2
76330,3,8,A father and daughter are playing together in the house.,2
21529,3,8,A father is kissing his child's hand.,2
74392,3,8,The father is playing princess with his daughter.,2
48286,3,8,A father is playing with his kid,2
69966,3,8,This girl and man play make believe.,2
68261,3,8,A father and daughter are playing.,2
80420,3,8,A father is playing with his daughter.,2
38316,3,8,A man sits and holds the hand of a small girl dressed as a princess. ,2
72739,3,8,man kissing a little girls hand,1
41664,3,8,A man is playing princess with a child.,2
42873,3,8,The girl is wearing a red cape.,2
56441,3,8,MAN IS KISSING FOR GIRL HAND,0
15360,3,8,a father is kissing his daughter's hand,2
91118,3,8,Father and his daughter are playing. ,1
40230,3,8,A man kisses his daughters hand.,2
99895,3,8,This man is playing with his daughter.,2
94880,3,8,The man is kissing the girls hand. ,1
70029,3,8,The man is kissing the baby hand.,1
80109,3,8,The girl is wearing a cape.,2
86866,3,8,This man is kissing his daughter's hand.,2
30378,3,8,Father And His Child Are Playing At Home,1
21314,3,9,The girl is touching the giraffe.,2
28273,3,9,The family is feeding giraffes at the zoo.,2
44229,3,9,Little girl feeding giraffe at petting zoo.,1
62550,3,9,This girl is petting a giraffe.,2
63491,3,9,A mother with her two children are standing next to giraffe.,1
81393,3,9,The girl is touching the giraffe and her family is looking.,2
61273,3,9,A little girl tries to feed a giraffe from her mother's arms. ,2
29827,3,9,The little girl is touching the giraffe's face.,2
43029,3,9,This little girl is petting a giraffe.,2
76330,3,9,The family is interacting with giraffes at the zoo.,2
21529,3,9,A mom and her two kids are enjoying watching giraffes.,2
74392,3,9,The family is meeting two giraffes.,2
48286,3,9,A Family is playing with animals in a zoo,2
69966,3,9,This family looks at giraffes at a zoo.,2
68261,3,9,The family is visiting giraffes.,2
80420,3,9,A family is feeding a giraffe.,2
38316,3,9,A woman holds a small girl near some curious giraffes as a boy stands near. ,2
72739,3,9,woman and children visiting a pair of giraffes,1
41664,3,9,People are petting giraffes.,2
42873,3,9,The family is looking at the giraffes.,2
56441,3,9,GIRL IS TOUCHING FOR GIRAFFE MOUTH,0
15360,3,9,a family pets a giraffe,2
91118,3,9,3 members of a family are feeding zebras. ,2
40230,3,9,A girl plays with giraffes.,2
99895,3,9,This girl is smiling.,2
94880,3,9,The girl touches the giraffe. ,2
70029,3,9,Leave the city behind and head north to Mandaic and visit one of the world's best zoos. ,0
80109,3,9,The giraffes are friendly.,2
86866,3,9,This girl is petting a giraffe. ,2
30378,3,9,They are visit the zoo,1
21314,3,10,The children are playing with balloons.,2
28273,3,10,The children are playing with balloons. ,2
44229,3,10,Kids at photo shoot with balloons. ,1
62550,3,10,This girl is playing with a balloon.,2
63491,3,10,Five children are playing with balloons.,2
81393,3,10,The kids are playing with colorful balloons.,2
61273,3,10,Five kids are playing with balloons.,2
29827,3,10,The children are playing with balloons.,2
43029,3,10,These children are playing with balloons.,2
76330,3,10,The kids are playing with balloons.,2
21529,3,10,Five kids are playing with balloons.,2
74392,3,10,Kids are playing with balloons.,2
48286,3,10,Kids are playing with balloons ,2
69966,3,10,These children play with colorful balloons.,1
68261,3,10,Kids are playing with balloons.,2
80420,3,10,Kids are playing with balloons.,2
38316,3,10,Five small children play with some colorful balloons. ,2
72739,3,10,kids playing with balloons,1
41664,3,10,Children are playing with balloons.,2
42873,3,10,The boy in the red and white shirt doesn't have a balloon.,2
56441,3,10,CHILDREN ARE PLAYING WITH BALLOON,1
15360,3,10,children are playing with balloons,2
91118,3,10,5 children are playing with balloons. ,2
40230,3,10,Kids play with balloons.,2
99895,3,10,This girl is playing with a balloon.,2
94880,3,10,The boy grabs the balloon. ,2
70029,3,10,The children are played with balloons.,1
80109,3,10,The kids are playing with balloons.,2
86866,3,10,This boy is grabbing a balloon.,2
30378,3,10,kids are playing the balloon,1
21314,3,11,The children are standing near the bus.,2
28273,3,11,The children are about to board the school bus.,2
44229,3,11,You kids getting ready to get on bus for first day of school. ,0
62550,3,11,This girl is boarding the school bus.,2
63491,3,11,Children are standing in a queue outside a bus.,2
81393,3,11,The kids are standing in a line and smiling.,2
61273,3,11,Smiling children wait outside of a school bus. ,2
29827,3,11,The children are waiting in line to board the school bus.,2
43029,3,11,These children are smiling.,2
76330,3,11,The kids are posing for a picture before they get on the school bus.,2
21529,3,11,School kids are standing in a line.,2
74392,3,11,Kids are about to board the school bus.,2
48286,3,11,Kids are about to get in into the bus,1
69966,3,11,These children stand next to a school bus.,2
68261,3,11,Kids are waiting for the bus.,2
80420,3,11,Kids are waiting to get on a bus.,2
38316,3,11,Several children wearing backpacks stand on the outside of a school bus. ,2
72739,3,11,children standing next to a bus,1
41664,3,11,Kids are standing near a school bus.,2
42873,3,11,The kids are getting on the school bus.,2
56441,3,11,CHILDREN ARE STANDING BY LINE,1
15360,3,11,children are smiling next to their bus,2
91118,3,11,Young kids are smiling next to a school bus. ,1
40230,3,11,Children wait in line for a bus.,2
99895,3,11,This boy is standing.,2
94880,3,11,"The girl is getting ready to get on the bus, ",2
70029,3,11,Children are going to the school van.,2
80109,3,11,The kids are outside the school bus.,2
86866,3,11,This girl is waiting outside the bus.,2
30378,3,11,kids queuing for school bus,1
21314,3,12,The dad is helping his son cut a red pepper.,2
28273,3,12,The father is helping his daughter learn to cook.,2
44229,3,12,Daughter helping dad cook. ,1
62550,3,12,This boy is chopping vegetables.,2
63491,3,12,A man is teaching a child to cut red chilies.,2
81393,3,12,The man is teaching the girl to cut capsicum.,2
61273,3,12,A father teaches their child how to cut peppers. ,2
29827,3,12,A father is teaching his son how to cook.,2
43029,3,12,This child is learning to cut a red pepper.,2
76330,3,12,A father is teaching his son to cut vegetables.,2
21529,3,12,A father is teaching his child to cut vegetables.,2
74392,3,12,A father and son are cutting vegetables.,2
48286,3,12,A father is teaching how to cut vegetables,2
69966,3,12,A man helps a boy cut vegetables.,2
68261,3,12,A father and daughter are cutting vegetables.,2
80420,3,12,A father is helping his child cut peppers.,2
38316,3,12,A man stands behind a young boy and guides him in cutting a red pepper. ,2
72739,3,12,man helping a child cut tomatoes ,1
41664,3,12,A man and a girl are making a salad.,2
42873,3,12,The dad is helping the boy chop vegetables. ,2
56441,3,12,FATHER & SON CUTTING FOR CAPSICUM,0
15360,3,12,a father shows his child how to cut peppers,2
91118,3,12,Daddy teaching his kid how to cut vegetables. ,1
40230,3,12,A man helps cut a pepper.,2
99895,3,12,This man is cooking,2
94880,3,12,The man is showing the girl how to cut. ,2
70029,3,12,A man is vegetable cutting with the baby.,1
80109,3,12,The father is showing his daughter how to cut vegetables.,2
86866,3,12,This man is cutting a pepper.,2
30378,3,12,Daughter and her father preparing a food,0
21314,3,13,The girl is riding her bike to school.,2
28273,3,13,The children are riding their bikes to school.,2
44229,3,13,Kids arriving at school in the morning on their bikes. ,1
62550,3,13,This girl is riding her bike.,2
63491,3,13,Two children wearing backpacks are crossing the street on bicycles.,2
81393,3,13,The kids are riding bicycle.,1
61273,3,13,Two kids ride their bicycles through a crosswalk.,2
29827,3,13,The girl is riding her bicycle to school.,2
43029,3,13,These children are riding to school on bicycles.,2
76330,3,13,Two kids are riding their bike to school.,2
21529,3,13,Two kids are driving their cycle.,2
74392,3,13,Kids are riding their bikes to school.,2
48286,3,13,Kids crossing the road,1
69966,3,13,Students ride bicycles across a road.,2
68261,3,13,Some kids are going to school.,2
80420,3,13,Kids are riding bikes to school.,2
38316,3,13,Two children ride bicycles across a crosswalk near a school. ,2
72739,3,13,kids riding on a crosswalk,1
41664,3,13,Children are riding their bikes to school.,2
42873,3,13,The girl is crossing at a crosswalk. ,2
56441,3,13,GIRL IS CROSSING ROAD BY BICYCLE,0
15360,3,13,children ride their bikes to school,2
91118,3,13,School kids are crossing the road in a bicycle. ,1
40230,3,13,Two children ride their bikes towards school.,2
99895,3,13,This girl is riding a bicycle.,2
94880,3,13,"The girl is riding a bike, ",2
70029,3,13,The girl is crossing the road with cycle.,1
80109,3,13,The bicyclists are using the crosswalk.,2
86866,3,13,this girl is riding a bike.,2
30378,3,13,Ride a Cycle to school,1
21314,3,14,The girls are playing hop scotch.,2
28273,3,14,The girls are playing hop scotch at recess.,2
44229,3,14,Girls at recess playing hopscotch.,1
62550,3,14,This girl is playing hopscotch.,2
63491,3,14,Three children are playing.,2
81393,3,14,The kids are playing an outdoor game.,2
61273,3,14,Three kids play hopscotch together. ,2
29827,3,14,A girl is playing a game with her friends.,2
43029,3,14,These children are playing hopscotch. ,2
76330,3,14,Children are playing hopscotch on the blacktop.,2
21529,3,14,Three kids are playing hopscotch in a yard.,2
74392,3,14,Three little girls are playing hopscotch.,2
48286,3,14,Kids are playing a traditional game,2
69966,3,14,Girls play hopscotch outside.,2
68261,3,14,Girls are playing hopscotch.,2
80420,3,14,Girls are playing a playground game.,2
38316,3,14,A young girl leaps on a hopscotch court as two other girls watch. ,2
72739,3,14,kids playing a game ,1
41664,3,14,Children play hopscotch.,2
42873,3,14,The girls are playing hopscotch.,2
